競賽場, 競賽類型, 警報, 剩余数, 最大空格, 比率, 出現回数
01_桐　生-06R, 三連単, 6  1  5, 486, 3285, 0.148, 6
01_桐　生-07R, 三連単, 6  1  5, 88, 3285, 0.027, 6
01_桐　生-08R, 三連単, 6  1  5, 320, 3285, 0.097, 6
01_桐　生-09R, 三連単, 6  1  5, 197, 3285, 0.06, 10
01_桐　生-10R, 三連単, 6  1  5, 336, 3285, 0.102, 3
01_桐　生-11R, 三連単, 6  1  5, 298, 3285, 0.091, 7
01_桐　生-12R, 三連単, 6  1  5, 1068, 3285, 0.325, 3
01_桐　生-01R, 二連単, 6  2, 159, 1306, 0.122, 20
01_桐　生-02R, 二連単, 6  2, 68, 1306, 0.052, 27
01_桐　生-03R, 二連単, 6  2, 49, 1306, 0.038, 19
01_桐　生-04R, 二連単, 6  2, 42, 1306, 0.032, 32
01_桐　生-05R, 二連単, 6  2, 0, 1306, 0, 22
01_桐　生-06R, 二連単, 6  2, 25, 1306, 0.019, 11
01_桐　生-07R, 二連単, 6  2, 53, 1306, 0.041, 27
01_桐　生-08R, 二連単, 6  2, 420, 1306, 0.322, 30
01_桐　生-09R, 二連単, 6  2, 105, 1306, 0.08, 23
01_桐　生-10R, 二連単, 6  2, 114, 1306, 0.087, 15
01_桐　生-11R, 二連単, 6  2, 398, 1306, 0.305, 14
01_桐　生-12R, 二連単, 6  2, 836, 1306, 0.64, 5
01_桐　生-01R, 三連単, 6  2  1, 778, 2406, 0.323, 4
01_桐　生-02R, 三連単, 6  2  1, 522, 2406, 0.217, 8
01_桐　生-03R, 三連単, 6  2  1, 106, 2406, 0.044, 7
01_桐　生-04R, 三連単, 6  2  1, 42, 2406, 0.017, 11
01_桐　生-05R, 三連単, 6  2  1, 96, 2406, 0.04, 7
01_桐　生-06R, 三連単, 6  2  1, 25, 2406, 0.01, 8
01_桐　生-07R, 三連単, 6  2  1, 197, 2406, 0.082, 12
01_桐　生-08R, 三連単, 6  2  1, 1011, 2406, 0.42, 12
01_桐　生-09R, 三連単, 6  2  1, 105, 2406, 0.044, 9
01_桐　生-10R, 三連単, 6  2  1, 956, 2406, 0.397, 2
01_桐　生-11R, 三連単, 6  2  1, 398, 2406, 0.165, 7
01_桐　生-12R, 三連単, 6  2  1, 1879, 2406, 0, 0
01_桐　生-01R, 三連単, 6  2  3, 332, 3424, 0.097, 4
01_桐　生-02R, 三連単, 6  2  3, 68, 3424, 0.02, 8
01_桐　生-03R, 三連単, 6  2  3, 49, 3424, 0.014, 6
01_桐　生-04R, 三連単, 6  2  3, 605, 3424, 0.177, 8
01_桐　生-05R, 三連単, 6  2  3, 243, 3424, 0.071, 7
01_桐　生-06R, 三連単, 6  2  3, 1886, 3424, 0, 0
01_桐　生-07R, 三連単, 6  2  3, 53, 3424, 0.015, 5
01_桐　生-08R, 三連単, 6  2  3, 420, 3424, 0.123, 7
01_桐　生-09R, 三連単, 6  2  3, 322, 3424, 0.094, 7
01_桐　生-10R, 三連単, 6  2  3, 114, 3424, 0.033, 5
01_桐　生-11R, 三連単, 6  2  3, 883, 3424, 0.258, 5
01_桐　生-12R, 三連単, 6  2  3, 1879, 3424, 0, 0
01_桐　生-01R, 三連単, 6  2  4, 1328, 3094, 0.429, 4
01_桐　生-02R, 三連単, 6  2  4, 140, 3094, 0.045, 6
01_桐　生-03R, 三連単, 6  2  4, 1888, 3094, 0, 0
01_桐　生-04R, 三連単, 6  2  4, 382, 3094, 0.123, 8
01_桐　生-05R, 三連単, 6  2  4, 1287, 3094, 0.416, 2
01_桐　生-06R, 三連単, 6  2  4, 1886, 3094, 0, 0
01_桐　生-07R, 三連単, 6  2  4, 960, 3094, 0.31, 5
01_桐　生-08R, 三連単, 6  2  4, 985, 3094, 0.318, 7
01_桐　生-09R, 三連単, 6  2  4, 1883, 3094, 0, 0
01_桐　生-10R, 三連単, 6  2  4, 170, 3094, 0.055, 7
01_桐　生-11R, 三連単, 6  2  4, 1881, 3094, 0, 0
01_桐　生-12R, 三連単, 6  2  4, 1656, 3094, 0.535, 2
01_桐　生-01R, 三連単, 6  2  5, 159, 4305, 0.037, 8
01_桐　生-02R, 三連単, 6  2  5, 99, 4305, 0.023, 5
01_桐　生-03R, 三連単, 6  2  5, 131, 4305, 0.03, 5
01_桐　生-04R, 三連単, 6  2  5, 367, 4305, 0.085, 5
01_桐　生-05R, 三連単, 6  2  5, 0, 4305, 0, 6
01_桐　生-06R, 三連単, 6  2  5, 117, 4305, 0.027, 2
01_桐　生-07R, 三連単, 6  2  5, 891, 4305, 0.207, 5
01_桐　生-08R, 三連単, 6  2  5, 1132, 4305, 0.263, 4
01_桐　生-09R, 三連単, 6  2  5, 337, 4305, 0.078, 6
01_桐　生-10R, 三連単, 6  2  5, 1882, 4305, 0, 0
01_桐　生-11R, 三連単, 6  2  5, 530, 4305, 0.123, 2
01_桐　生-12R, 三連単, 6  2  5, 1879, 4305, 0, 0
01_桐　生-01R, 二連単, 6  3, 77, 1104, 0.07, 13
01_桐　生-02R, 二連単, 6  3, 106, 1104, 0.096, 22
01_桐　生-03R, 二連単, 6  3, 198, 1104, 0.179, 22
01_桐　生-04R, 二連単, 6  3, 175, 1104, 0.159, 30
01_桐　生-05R, 二連単, 6  3, 17, 1104, 0.015, 25
01_桐　生-06R, 二連単, 6  3, 118, 1104, 0.107, 5
01_桐　生-07R, 二連単, 6  3, 6, 1104, 0.005, 18
01_桐　生-08R, 二連単, 6  3, 1061, 1104, 0.961, 18
01_桐　生-09R, 二連単, 6  3, 4, 1104, 0.004, 26
01_桐　生-10R, 二連単, 6  3, 429, 1104, 0.389, 10
01_桐　生-11R, 二連単, 6  3, 614, 1104, 0.556, 12
01_桐　生-12R, 二連単, 6  3, 329, 1104, 0.298, 10
01_桐　生-01R, 三連単, 6  3  1, 77, 3200, 0.024, 5
01_桐　生-02R, 三連単, 6  3  1, 764, 3200, 0.239, 7
01_桐　生-03R, 三連単, 6  3  1, 198, 3200, 0.062, 5
01_桐　生-04R, 三連単, 6  3  1, 416, 3200, 0.13, 4
01_桐　生-05R, 三連単, 6  3  1, 17, 3200, 0.005, 7
01_桐　生-06R, 三連単, 6  3  1, 1178, 3200, 0.368, 2
01_桐　生-07R, 三連単, 6  3  1, 6, 3200, 0.002, 5
01_桐　生-08R, 三連単, 6  3  1, 1061, 3200, 0.332, 8
01_桐　生-09R, 三連単, 6  3  1, 717, 3200, 0.224, 14
01_桐　生-10R, 三連単, 6  3  1, 429, 3200, 0.134, 3
01_桐　生-11R, 三連単, 6  3  1, 850, 3200, 0.266, 3
01_桐　生-12R, 三連単, 6  3  1, 996, 3200, 0.311, 3
01_桐　生-01R, 三連単, 6  3  2, 382, 4910, 0.078, 5
01_桐　生-02R, 三連単, 6  3  2, 246, 4910, 0.05, 7
01_桐　生-03R, 三連単, 6  3  2, 626, 4910, 0.127, 5
01_桐　生-04R, 三連単, 6  3  2, 175, 4910, 0.036, 7
01_桐　生-05R, 三連単, 6  3  2, 490, 4910, 0.1, 4
01_桐　生-06R, 三連単, 6  3  2, 118, 4910, 0.024, 2
01_桐　生-07R, 三連単, 6  3  2, 457, 4910, 0.093, 3
01_桐　生-08R, 三連単, 6  3  2, 1397, 4910, 0.285, 5
01_桐　生-09R, 三連単, 6  3  2, 1117, 4910, 0.227, 2
01_桐　生-10R, 三連単, 6  3  2, 744, 4910, 0.152, 4
01_桐　生-11R, 三連単, 6  3  2, 614, 4910, 0.125, 3
01_桐　生-12R, 三連単, 6  3  2, 1879, 4910, 0, 0
01_桐　生-01R, 三連単, 6  3  4, 1178, 3599, 0.327, 2
01_桐　生-02R, 三連単, 6  3  4, 159, 3599, 0.044, 5
01_桐　生-03R, 三連単, 6  3  4, 255, 3599, 0.071, 9
01_桐　生-04R, 三連単, 6  3  4, 273, 3599, 0.076, 13
01_桐　生-05R, 三連単, 6  3  4, 201, 3599, 0.056, 8
01_桐　生-06R, 三連単, 6  3  4, 1886, 3599, 0, 0
01_桐　生-07R, 三連単, 6  3  4, 1529, 3599, 0.425, 2
01_桐　生-08R, 三連単, 6  3  4, 1884, 3599, 0, 0
01_桐　生-09R, 三連単, 6  3  4, 4, 3599, 0.001, 6
01_桐　生-10R, 三連単, 6  3  4, 1882, 3599, 0, 0
01_桐　生-11R, 三連単, 6  3  4, 735, 3599, 0.204, 5
01_桐　生-12R, 三連単, 6  3  4, 1293, 3599, 0.359, 2
01_桐　生-01R, 三連単, 6  3  5, 1893, 4144, 0, 0
01_桐　生-02R, 三連単, 6  3  5, 106, 4144, 0.026, 3
01_桐　生-03R, 三連単, 6  3  5, 1481, 4144, 0.357, 3
01_桐　生-04R, 三連単, 6  3  5, 676, 4144, 0.163, 6
01_桐　生-05R, 三連単, 6  3  5, 952, 4144, 0.23, 6
01_桐　生-06R, 三連単, 6  3  5, 1886, 4144, 0, 0
01_桐　生-07R, 三連単, 6  3  5, 479, 4144, 0.116, 8
01_桐　生-08R, 三連単, 6  3  5, 1291, 4144, 0.312, 4
01_桐　生-09R, 三連単, 6  3  5, 428, 4144, 0.103, 4
01_桐　生-10R, 三連単, 6  3  5, 1079, 4144, 0.26, 2
01_桐　生-11R, 三連単, 6  3  5, 1881, 4144, 0, 0
01_桐　生-12R, 三連単, 6  3  5, 329, 4144, 0.079, 4
01_桐　生-01R, 二連単, 6  4, 39, 1295, 0.03, 17
01_桐　生-02R, 二連単, 6  4, 115, 1295, 0.089, 40
01_桐　生-03R, 二連単, 6  4, 2, 1295, 0.002, 21
01_桐　生-04R, 二連単, 6  4, 39, 1295, 0.03, 24
01_桐　生-05R, 二連単, 6  4, 49, 1295, 0.038, 23
01_桐　生-06R, 二連単, 6  4, 267, 1295, 0.206, 14
01_桐　生-07R, 二連単, 6  4, 74, 1295, 0.057, 24
01_桐　生-08R, 二連単, 6  4, 11, 1295, 0.008, 22
01_桐　生-09R, 二連単, 6  4, 247, 1295, 0.191, 25
01_桐　生-10R, 二連単, 6  4, 10, 1295, 0.008, 17
01_桐　生-11R, 二連単, 6  4, 92, 1295, 0.071, 9
01_桐　生-12R, 二連単, 6  4, 900, 1295, 0.695, 7
01_桐　生-01R, 三連単, 6  4  1, 39, 4556, 0.009, 8
01_桐　生-02R, 三連単, 6  4  1, 145, 4556, 0.032, 12
01_桐　生-03R, 三連単, 6  4  1, 2, 4556, 0, 5
01_桐　生-04R, 三連単, 6  4  1, 358, 4556, 0.079, 5
01_桐　生-05R, 三連単, 6  4  1, 49, 4556, 0.011, 6
01_桐　生-06R, 三連単, 6  4  1, 267, 4556, 0.059, 7
01_桐　生-07R, 三連単, 6  4  1, 106, 4556, 0.023, 14
01_桐　生-08R, 三連単, 6  4  1, 418, 4556, 0.092, 4
01_桐　生-09R, 三連単, 6  4  1, 1586, 4556, 0.348, 3
01_桐　生-10R, 三連単, 6  4  1, 1185, 4556, 0.26, 6
01_桐　生-11R, 三連単, 6  4  1, 842, 4556, 0.185, 3
01_桐　生-12R, 三連単, 6  4  1, 900, 4556, 0.198, 2
01_桐　生-01R, 三連単, 6  4  2, 1145, 3455, 0.331, 2
01_桐　生-02R, 三連単, 6  4  2, 146, 3455, 0.042, 8
01_桐　生-03R, 三連単, 6  4  2, 413, 3455, 0.12, 3
01_桐　生-04R, 三連単, 6  4  2, 39, 3455, 0.011, 6
01_桐　生-05R, 三連単, 6  4  2, 50, 3455, 0.014, 4
01_桐　生-06R, 三連単, 6  4  2, 1711, 3455, 0.495, 2
01_桐　生-07R, 三連単, 6  4  2, 129, 3455, 0.037, 3
01_桐　生-08R, 三連単, 6  4  2, 1440, 3455, 0.417, 8
01_桐　生-09R, 三連単, 6  4  2, 397, 3455, 0.115, 10
01_桐　生-10R, 三連単, 6  4  2, 865, 3455, 0.25, 2
01_桐　生-11R, 三連単, 6  4  2, 92, 3455, 0.027, 2
01_桐　生-12R, 三連単, 6  4  2, 1879, 3455, 0, 0
01_桐　生-01R, 三連単, 6  4  3, 86, 3949, 0.022, 5
01_桐　生-02R, 三連単, 6  4  3, 475, 3949, 0.12, 11
01_桐　生-03R, 三連単, 6  4  3, 1310, 3949, 0.332, 4
01_桐　生-04R, 三連単, 6  4  3, 777, 3949, 0.197, 6
01_桐　生-05R, 三連単, 6  4  3, 325, 3949, 0.082, 9
01_桐　生-06R, 三連単, 6  4  3, 1886, 3949, 0, 0
01_桐　生-07R, 三連単, 6  4  3, 437, 3949, 0.111, 2
01_桐　生-08R, 三連単, 6  4  3, 1255, 3949, 0.318, 4
01_桐　生-09R, 三連単, 6  4  3, 247, 3949, 0.063, 8
01_桐　生-10R, 三連単, 6  4  3, 10, 3949, 0.003, 2
01_桐　生-11R, 三連単, 6  4  3, 1221, 3949, 0.309, 2
01_桐　生-12R, 三連単, 6  4  3, 1299, 3949, 0.329, 2
01_桐　生-01R, 三連単, 6  4  5, 96, 4411, 0.022, 2
01_桐　生-02R, 三連単, 6  4  5, 115, 4411, 0.026, 9
01_桐　生-03R, 三連単, 6  4  5, 155, 4411, 0.035, 9
01_桐　生-04R, 三連単, 6  4  5, 798, 4411, 0.181, 7
01_桐　生-05R, 三連単, 6  4  5, 199, 4411, 0.045, 4
01_桐　生-06R, 三連単, 6  4  5, 891, 4411, 0.202, 4
01_桐　生-07R, 三連単, 6  4  5, 74, 4411, 0.017, 5
01_桐　生-08R, 三連単, 6  4  5, 11, 4411, 0.002, 6
01_桐　生-09R, 三連単, 6  4  5, 1095, 4411, 0.248, 4
01_桐　生-10R, 三連単, 6  4  5, 68, 4411, 0.015, 7
01_桐　生-11R, 三連単, 6  4  5, 1343, 4411, 0.304, 2
01_桐　生-12R, 三連単, 6  4  5, 1686, 4411, 0.382, 3
01_桐　生-01R, 二連単, 6  5, 505, 2689, 0.188, 7
01_桐　生-02R, 二連単, 6  5, 3, 2689, 0.001, 11
01_桐　生-03R, 二連単, 6  5, 30, 2689, 0.011, 22
01_桐　生-04R, 二連単, 6  5, 49, 2689, 0.018, 24
01_桐　生-05R, 二連単, 6  5, 129, 2689, 0.048, 13
01_桐　生-06R, 二連単, 6  5, 50, 2689, 0.019, 10
01_桐　生-07R, 二連単, 6  5, 10, 2689, 0.004, 15
01_桐　生-08R, 二連単, 6  5, 138, 2689, 0.051, 12
01_桐　生-09R, 二連単, 6  5, 21, 2689, 0.008, 11
01_桐　生-10R, 二連単, 6  5, 44, 2689, 0.016, 13
01_桐　生-11R, 二連単, 6  5, 927, 2689, 0.345, 11
01_桐　生-12R, 二連単, 6  5, 683, 2689, 0.254, 8
01_桐　生-01R, 三連単, 6  5  1, 1893, 4597, 0, 0
01_桐　生-02R, 三連単, 6  5  1, 1483, 4597, 0.323, 5
01_桐　生-03R, 三連単, 6  5  1, 53, 4597, 0.012, 6
01_桐　生-04R, 三連単, 6  5  1, 997, 4597, 0.217, 4
01_桐　生-05R, 三連単, 6  5  1, 359, 4597, 0.078, 3
01_桐　生-06R, 三連単, 6  5  1, 483, 4597, 0.105, 2
01_桐　生-07R, 三連単, 6  5  1, 663, 4597, 0.144, 3
01_桐　生-08R, 三連単, 6  5  1, 138, 4597, 0.03, 5
01_桐　生-09R, 三連単, 6  5  1, 1883, 4597, 0, 0
01_桐　生-10R, 三連単, 6  5  1, 44, 4597, 0.01, 5
01_桐　生-11R, 三連単, 6  5  1, 927, 4597, 0.202, 6
01_桐　生-12R, 三連単, 6  5  1, 1210, 4597, 0.263, 3
01_桐　生-01R, 三連単, 6  5  2, 1043, 7463, 0.14, 2
01_桐　生-02R, 三連単, 6  5  2, 3, 7463, 0, 3
01_桐　生-03R, 三連単, 6  5  2, 30, 7463, 0.004, 7
01_桐　生-04R, 三連単, 6  5  2, 62, 7463, 0.008, 7
01_桐　生-05R, 三連単, 6  5  2, 129, 7463, 0.017, 4
01_桐　生-06R, 三連単, 6  5  2, 50, 7463, 0.007, 4
01_桐　生-07R, 三連単, 6  5  2, 10, 7463, 0.001, 3
01_桐　生-08R, 三連単, 6  5  2, 782, 7463, 0.105, 2
01_桐　生-09R, 三連単, 6  5  2, 21, 7463, 0.003, 3
01_桐　生-10R, 三連単, 6  5  2, 938, 7463, 0.126, 2
01_桐　生-11R, 三連単, 6  5  2, 1275, 7463, 0.171, 4
01_桐　生-12R, 三連単, 6  5  2, 1879, 7463, 0, 0
01_桐　生-01R, 三連単, 6  5  3, 505, 6658, 0.076, 2
01_桐　生-02R, 三連単, 6  5  3, 1890, 6658, 0, 0
01_桐　生-03R, 三連単, 6  5  3, 1888, 6658, 0, 0
01_桐　生-04R, 三連単, 6  5  3, 49, 6658, 0.007, 9
01_桐　生-05R, 三連単, 6  5  3, 831, 6658, 0.125, 4
01_桐　生-06R, 三連単, 6  5  3, 1886, 6658, 0, 0
01_桐　生-07R, 三連単, 6  5  3, 1259, 6658, 0.189, 4
01_桐　生-08R, 三連単, 6  5  3, 333, 6658, 0.05, 3
01_桐　生-09R, 三連単, 6  5  3, 1170, 6658, 0.176, 4
01_桐　生-10R, 三連単, 6  5  3, 1183, 6658, 0.178, 2
01_桐　生-11R, 三連単, 6  5  3, 1881, 6658, 0, 0
01_桐　生-12R, 三連単, 6  5  3, 1360, 6658, 0.204, 2
01_桐　生-01R, 三連単, 6  5  4, 580, 5644, 0.103, 3
01_桐　生-02R, 三連単, 6  5  4, 1279, 5644, 0.227, 2
01_桐　生-03R, 三連単, 6  5  4, 224, 5644, 0.04, 8
01_桐　生-04R, 三連単, 6  5  4, 814, 5644, 0.144, 4
01_桐　生-05R, 三連単, 6  5  4, 426, 5644, 0.075, 2
01_桐　生-06R, 三連単, 6  5  4, 751, 5644, 0.133, 3
01_桐　生-07R, 三連単, 6  5  4, 970, 5644, 0.172, 5
01_桐　生-08R, 三連単, 6  5  4, 1423, 5644, 0.252, 2
01_桐　生-09R, 三連単, 6  5  4, 626, 5644, 0.111, 3
01_桐　生-10R, 三連単, 6  5  4, 461, 5644, 0.082, 4
01_桐　生-11R, 三連単, 6  5  4, 1881, 5644, 0, 0
01_桐　生-12R, 三連単, 6  5  4, 683, 5644, 0.121, 2
